Human	Influenza
O00410	Influenza:P0C0U1
O00410	Influenza:P03431
O00410	Influenza:P06821
O00410	Influenza:P03428
O43719	Influenza:P03466
Q14318	Influenza:P06821
Q14318	Influenza:P03468
Q14318	Influenza:P03431
Q14318	Influenza:P03428
Q01085	Influenza:P03433
Q9H0U4	Influenza:P03468
P61106	Influenza:P03468
Q7KZ85	Influenza:P03433
Q7KZ85	Influenza:P03428
Q7KZ85	Influenza:P03431
P42336	Influenza:P03496
P07858	Influenza:P03452
Q16531	Influenza:P06821
Q16531	Influenza:P03468
Q16531	Influenza:P03452
Q16531	Influenza:P03496
Q16531	Influenza:P03431
Q16531	Influenza:P03428
P61006	Influenza:P03468
Q92621	Influenza:P0C0U1
Q92621	Influenza:P03468
Q92621	Influenza:P03431
Q92621	Influenza:P06821
Q9HCE1	Influenza:P03466
Q9HCE1	Influenza:P03496
Q9HCE1	Influenza:P03485
P27824	Influenza:P03468
P27824	Influenza:P03496
P27824	Influenza:P03452
P34932	Influenza:P03452
P34932	Influenza:P06821
P34932	Influenza:P03431
P34932	Influenza:P03428
O95639	Influenza:P03496
Q96AE4	Influenza:P03496
Q96AE4	Influenza:P03508
Q96KR1	Influenza:P03433
Q96KR1	Influenza:P03508
Q96KR1	Influenza:P03428
Q96KR1	Influenza:P03431
Q9NY74	Influenza:P03428
Q659C4	Influenza:P03466
Q9P1Z2	Influenza:P03508
Q9P1Z2	Influenza:P03428
Q4G0J3	Influenza:P03466
P48960	Influenza:P03468
P19388	Influenza:P03431
Q9NP72	Influenza:P06821
Q9NP72	Influenza:P03468
P62937	Influenza:P03496
Q13637	Influenza:P03468
Q12933	Influenza:P03428
Q12933	Influenza:P03508
P09661	Influenza:P03428
P09661	Influenza:P03508
P09661	Influenza:P03466
P31946	Influenza:P03496
O75190	Influenza:P03452
O75190	Influenza:P03431
O75190	Influenza:P03428
Q9NTJ3	Influenza:P06821
O14828	Influenza:P06821
O14828	Influenza:P03468
O14828	Influenza:P03485
O14828	Influenza:P03428
Q7Z6Z7	Influenza:P03431
Q7Z6Z7	Influenza:P06821
Q7Z6Z7	Influenza:P03496
Q7Z6Z7	Influenza:P03428
P42704	Influenza:P03508
P42704	Influenza:P03433
P42704	Influenza:P03468
Q15084	Influenza:P03452
Q13263	Influenza:P06821
Q13263	Influenza:P03496
P61289	Influenza:P03428
O43390	Influenza:P03496
O43390	Influenza:P03468
O43390	Influenza:P03433
O43390	Influenza:P03508
O43390	Influenza:P03428
Q9UNE7	Influenza:P03431
Q9UNE7	Influenza:P03428
P55265	Influenza:P03496
P55265	Influenza:P03431
P55265	Influenza:P03508
P55265	Influenza:P03428
Q13509	Influenza:P06821
Q13509	Influenza:P03431
Q13509	Influenza:P03428
Q13509	Influenza:P03452
Q13509	Influenza:P03468
Q13509	Influenza:P03496
P68371	Influenza:P03496
P63244	Influenza:P06821
P80723	Influenza:P03496
O14744	Influenza:P03428
O14744	Influenza:P03431
O14744	Influenza:P03433
O14744	Influenza:P03508
O14744	Influenza:P03496
Q96PK6	Influenza:P03431
Q96PK6	Influenza:P03508
Q96PK6	Influenza:P03496
Q96PK6	Influenza:P03433
Q96PK6	Influenza:P03428
O00165	Influenza:P03428
O00165	Influenza:P03452
O00165	Influenza:P06821
O00165	Influenza:P03431
O14967	Influenza:P03468
O14967	Influenza:P06821
O14967	Influenza:P03452
O75947	Influenza:P03468
O60506	Influenza:P03468
O60506	Influenza:P03496
Q86X55	Influenza:P03428
Q9BQG0	Influenza:P03468
Q9BQG0	Influenza:P03428
O00567	Influenza:P03496
O00567	Influenza:P03431
O00567	Influenza:P03433
O00567	Influenza:P03428
Q9BUP3	Influenza:P03452
Q9BUP3	Influenza:P03468
Q9Y6D5	Influenza:P03468
Q9Y6D6	Influenza:P03468
O95347	Influenza:P03496
Q6P2Q9	Influenza:P03433
O95433	Influenza:P06821
Q96R06	Influenza:P03433
Q9NZI8	Influenza:P03496
Q07666	Influenza:P03496
Q9Y266	Influenza:P03468
Q92598	Influenza:P03452
Q92598	Influenza:P03433
Q92598	Influenza:P03496
Q92598	Influenza:P03428
Q92598	Influenza:P03431
O76031	Influenza:P03468
Q9Y230	Influenza:P03496
Q9Y230	Influenza:P03468
Q9Y230	Influenza:P03433
Q9Y230	Influenza:P03452
Q9Y230	Influenza:P06821
O00264	Influenza:P03485
O00264	Influenza:P06821
O00264	Influenza:P03468
Q13151	Influenza:P03496
P31948	Influenza:P03431
Q99848	Influenza:P03466
Q07065	Influenza:P03468
P27348	Influenza:P03496
P49755	Influenza:P03452
P49755	Influenza:P03428
P49755	Influenza:P03468
Q92616	Influenza:P03468
Q13435	Influenza:P03431
Q13435	Influenza:P03496
Q6P1M0	Influenza:P03452
Q6P1M0	Influenza:P06821
Q6P1M0	Influenza:P03496
Q12873	Influenza:P03431
P61964	Influenza:P03485
O14578	Influenza:P03496
Q9Y3F4	Influenza:P06821
Q9Y5B9	Influenza:P03433
Q9UHI6	Influenza:P06821
P09001	Influenza:P03466
Q99653	Influenza:P03452
Q99653	Influenza:P06821
Q99653	Influenza:P03468
Q8WWM7	Influenza:P03496
Q00610	Influenza:P03496
Q00610	Influenza:P06821
Q00610	Influenza:P03468
Q71DI3	Influenza:P03433
Q71DI3	Influenza:P03431
Q71DI3	Influenza:P03428
Q71DI3	Influenza:P03508
P21964	Influenza:P03468
P21964	Influenza:P03452
Q96FJ2	Influenza:P03508
Q9UKK3	Influenza:P03496
Q9UKK3	Influenza:P06821
Q32P51	Influenza:P03496
P33240	Influenza:P03428
P33240	Influenza:P03431
P33240	Influenza:P03508
Q12996	Influenza:P03428
Q12996	Influenza:P03431
Q12996	Influenza:P03508
Q12996	Influenza:P03433
Q5VTE0	Influenza:P03496
Q86U38	Influenza:P06821
P14868	Influenza:P03468
P14868	Influenza:P03496
Q08211	Influenza:P03496
O43143	Influenza:P03496
Q9H2U1	Influenza:P03431
Q9H2U1	Influenza:P03428
Q9H2U1	Influenza:P03433
Q05193	Influenza:P06821
Q05193	Influenza:P03468
Q14204	Influenza:P03431
Q14204	Influenza:P06821
Q14204	Influenza:P03452
Q14204	Influenza:P03508
Q14204	Influenza:P03496
Q14204	Influenza:P03468
Q14204	Influenza:P03433
Q14126	Influenza:P03468
Q14126	Influenza:P03452
Q96HS1	Influenza:P03433
P13639	Influenza:P03496
Q14232	Influenza:P06821
P55010	Influenza:P06821
Q15717	Influenza:P03496
P50402	Influenza:P03468
P50402	Influenza:P06821
Q14247	Influenza:P03431
Q14247	Influenza:P03428
P06733	Influenza:P03496
P06733	Influenza:P03508
P07437	Influenza:P03496
P84090	Influenza:P03496
P84090	Influenza:P03452
P22087	Influenza:P03466
P22087	Influenza:P03496
P22087	Influenza:P03428
O95573	Influenza:P03428
O95573	Influenza:P03452
O95573	Influenza:P03496
O95573	Influenza:P03468
O95573	Influenza:P03508
O95573	Influenza:P03431
O95573	Influenza:P06821
P49327	Influenza:P03428
P49327	Influenza:P06821
P49327	Influenza:P03508
P51991	Influenza:P03496
Q96QV6	Influenza:P03466
Q9Y678	Influenza:P03452
Q9Y678	Influenza:P06821
Q9Y678	Influenza:P03468
Q9UPN7	Influenza:P06821
Q9UPN7	Influenza:P03431
Q7L2E3	Influenza:P03496
Q13049	Influenza:P03431
Q13049	Influenza:P06821
O75643	Influenza:P06821
O75369	Influenza:P03508
O75369	Influenza:P03496
O75369	Influenza:P03431
Q14697	Influenza:P06821
Q14697	Influenza:P03468
Q96CS3	Influenza:P03452
Q96CS3	Influenza:P03468
Q96CS3	Influenza:P06821
Q29RF7	Influenza:P03468
Q6PKG0	Influenza:P03466
Q6PKG0	Influenza:P03496
Q9UPY3	Influenza:P03496
P42285	Influenza:P03431
P42285	Influenza:P03428
Q9UQ35	Influenza:P03431
Q9UQ35	Influenza:P06821
Q9UQ35	Influenza:P03428
Q9UQ35	Influenza:P03508
Q6P2E9	Influenza:P06821
Q9HCN8	Influenza:P03452
Q9HCN8	Influenza:P03468
Q9Y6C9	Influenza:P03468
O94906	Influenza:P06821
Q9UBB4	Influenza:P03468
Q9UBB4	Influenza:P03485
Q9UBB4	Influenza:P06821
Q9UBB4	Influenza:P03452
O75953	Influenza:P03431
Q6UB35	Influenza:P06821
Q6UB35	Influenza:P03428
Q8TEQ6	Influenza:P06821
Q8NCA5	Influenza:P03496
Q9Y2S7	Influenza:P03452
O76021	Influenza:P03433
O76021	Influenza:P03466
Q9BVP2	Influenza:P03466
Q9NY61	Influenza:P03428
O60518	Influenza:P03468
Q9ULX6	Influenza:P03496
Q9ULX6	Influenza:P03431
Q9ULX6	Influenza:P03433
Q9NUL3	Influenza:P03496
Q9UKV8	Influenza:P03431
Q9UKV8	Influenza:P03428
Q9UKV8	Influenza:P03433
Q9UN37	Influenza:P03468
Q9UNQ2	Influenza:P03431
P00367	Influenza:P03496
P00367	Influenza:P03428
P00367	Influenza:P06821
P62873	Influenza:P03468
P62873	Influenza:P03496
P62873	Influenza:P06821
P62879	Influenza:P06821
P62879	Influenza:P03496
P16520	Influenza:P03496
Q13227	Influenza:P03508
Q13227	Influenza:P03496
Q9Y2Q9	Influenza:P03428
Q9Y2Q9	Influenza:P03466
Q9Y2Q9	Influenza:P03496
Q9Y6E2	Influenza:P06821
P05141	Influenza:P03496
P12236	Influenza:P03431
P12236	Influenza:P03508
P12236	Influenza:P03433
P12236	Influenza:P03452
P12236	Influenza:P03468
P12236	Influenza:P03496
P12236	Influenza:P03428
P78347	Influenza:P03431
Q9NTK5	Influenza:P03433
P61619	Influenza:P03468
P61619	Influenza:P03496
P61619	Influenza:P03452
P61619	Influenza:P03431
P22492	Influenza:P03496
P07355	Influenza:P03508
P07355	Influenza:P03468
P07355	Influenza:P03452
P07355	Influenza:P06821
P07355	Influenza:P03433
Q02539	Influenza:P03485
Q02539	Influenza:P03496
Q02539	Influenza:P03466
P55084	Influenza:P03433
P55084	Influenza:P03428
P55084	Influenza:P06821
P55084	Influenza:P03468
P55084	Influenza:P03508
P55084	Influenza:P03452
P55084	Influenza:P03431
Q13547	Influenza:P03433
Q13547	Influenza:P03431
Q92769	Influenza:P03428
Q92769	Influenza:P03433
Q9UJZ1	Influenza:P03468
Q9UJZ1	Influenza:P06821
P01889	Influenza:P06821
P01889	Influenza:P03431
P01889	Influenza:P03452
P09601	Influenza:P03468
P09651	Influenza:P03496
P22626	Influenza:P03496
Q99729	Influenza:P03496
Q14103	Influenza:P03496
P52597	Influenza:P03496
P31943	Influenza:P03496
P55795	Influenza:P03496
P31942	Influenza:P03496
P61978	Influenza:P03496
P14866	Influenza:P03496
Q00839	Influenza:P03496
P11142	Influenza:P03485
P04792	Influenza:P03431
P08238	Influenza:P03496
P08238	Influenza:P03428
P10809	Influenza:P03496
P25685	Influenza:P03431
O60812	Influenza:P03496
O60812	Influenza:P03466
Q562R1	Influenza:P03496
Q13123	Influenza:P03428
Q12905	Influenza:P03496
P60228	Influenza:P06821
Q15046	Influenza:P06821
Q15046	Influenza:P03468
Q15046	Influenza:P03496
P84077	Influenza:P03452
Q14974	Influenza:P03468
Q14974	Influenza:P03428
Q14974	Influenza:P03508
Q14974	Influenza:P03433
Q14974	Influenza:P03431
P52292	Influenza:P03466
P52292	Influenza:P03428
O00505	Influenza:P03433
O00505	Influenza:P03496
O00505	Influenza:P03466
Q86YZ3	Influenza:P03496
P08865	Influenza:P03496
P08865	Influenza:P03508
P07195	Influenza:P03496
P01130	Influenza:P03452
Q08380	Influenza:P03496
P20700	Influenza:P03496
P20700	Influenza:P03452
P29966	Influenza:P03496
P56192	Influenza:P03468
P49736	Influenza:P03433
P49736	Influenza:P03428
P49736	Influenza:P03466
P25205	Influenza:P03433
P25205	Influenza:P06821
P33991	Influenza:P03433
P33993	Influenza:P03452
P33993	Influenza:P03468
P33993	Influenza:P03496
P33993	Influenza:P06821
P33993	Influenza:P03428
P33993	Influenza:P03433
P14174	Influenza:P03496
P46013	Influenza:P03428
P46013	Influenza:P03431
P40692	Influenza:P03466
P43246	Influenza:P06821
Q09161	Influenza:P03428
Q09161	Influenza:P03433
Q09161	Influenza:P03466
P53396	Influenza:P06821
P53396	Influenza:P03431
Q13315	Influenza:P03433
P12036	Influenza:P03496
P05023	Influenza:P06821
P55769	Influenza:P03466
P55769	Influenza:P03433
P46087	Influenza:P03485
P46087	Influenza:P03428
P46087	Influenza:P03466
P06748	Influenza:P03496
P16615	Influenza:P03433
P16615	Influenza:P03496
P16615	Influenza:P06821
Q16656	Influenza:P03431
P67809	Influenza:P03496
P13674	Influenza:P03431
P13674	Influenza:P03496
P13674	Influenza:P03428
P07237	Influenza:P03431
P07237	Influenza:P03433
P07237	Influenza:P03428
P07237	Influenza:P03468
P07237	Influenza:P03508
P07237	Influenza:P06821
P06576	Influenza:P03496
Q9P2K5	Influenza:P03496
Q15366	Influenza:P03496
Q71UM5	Influenza:P03466
P12004	Influenza:P06821
P12004	Influenza:P03496
P12004	Influenza:P03468
Q9Y6G9	Influenza:P06821
Q53GQ0	Influenza:P03496
Q53GQ0	Influenza:P03433
Q53GQ0	Influenza:P06821
Q53GQ0	Influenza:P03508
Q53GQ0	Influenza:P03428
Q53GQ0	Influenza:P03468
Q9BRK5	Influenza:P06821
Q9BRK5	Influenza:P03431
Q9BRK5	Influenza:P03428
O95071	Influenza:P03428
O95071	Influenza:P0C0U1
O95071	Influenza:P03431
Q9Y3I0	Influenza:P03496
Q9Y3I0	Influenza:P03433
Q9Y3I0	Influenza:P03428
Q9P035	Influenza:P03452
Q9P035	Influenza:P06821
Q9P035	Influenza:P03468
P24539	Influenza:P03468
Q9P2J5	Influenza:P06821
Q9P2J5	Influenza:P03496
Q9Y2X3	Influenza:P03485
Q9Y2X3	Influenza:P03466
Q9Y2X3	Influenza:P03452
Q9Y2X3	Influenza:P03428
Q9Y2X3	Influenza:P03496
Q9Y2X3	Influenza:P06821
Q9Y2X3	Influenza:P03431
Q9Y2X3	Influenza:P03433
Q9Y2X3	Influenza:P03468
Q9Y282	Influenza:P03485
Q9Y224	Influenza:P03428
Q9Y224	Influenza:P03433
Q9Y3D0	Influenza:P06821
Q9UBS4	Influenza:P03508
Q9UBS4	Influenza:P03468
Q9UBS4	Influenza:P03428
Q9UBS4	Influenza:P03496
Q9UBS4	Influenza:P03452
Q9UBS4	Influenza:P06821
O95232	Influenza:P03508
O95232	Influenza:P06821
O95232	Influenza:P03431
O95232	Influenza:P03466
P17858	Influenza:P03452
Q01813	Influenza:P03468
Q01813	Influenza:P03496
Q01813	Influenza:P06821
Q01813	Influenza:P03452
Q00325	Influenza:P03496
Q02809	Influenza:P03468
P48047	Influenza:P03468
P48047	Influenza:P03452
P48047	Influenza:P03433
Q9P2I0	Influenza:P03508
P24928	Influenza:P03428
P24928	Influenza:P03466
P24928	Influenza:P03433
P24928	Influenza:P03431
P30876	Influenza:P03431
P19387	Influenza:P03508
P19387	Influenza:P03431
O15514	Influenza:P03428
O15514	Influenza:P03433
O15514	Influenza:P03431
P62487	Influenza:P03433
P62487	Influenza:P03431
P62487	Influenza:P03428
P36954	Influenza:P03431
P52435	Influenza:P03431
P62875	Influenza:P03431
P62875	Influenza:P03433
P62875	Influenza:P03428
Q9BVK6	Influenza:P03468
Q9NX40	Influenza:P06821
Q9NX40	Influenza:P03508
O15355	Influenza:P06821
P62136	Influenza:P03433
P62136	Influenza:P03508
P62136	Influenza:P03431
P62136	Influenza:P03496
P62136	Influenza:P03452
P36873	Influenza:P03496
Q9H583	Influenza:P03468
P67775	Influenza:P03468
P63151	Influenza:P06821
Q9NVI7	Influenza:P03508
Q9NVI7	Influenza:P03496
Q9NVI7	Influenza:P03431
Q2TAY7	Influenza:P03428
Q8WXF1	Influenza:P03508
Q5H9R7	Influenza:P06821
Q5H9R7	Influenza:P03431
Q5H9R7	Influenza:P03452
Q5H9R7	Influenza:P03428
Q8NCD3	Influenza:P03428
O00743	Influenza:P03452
O00743	Influenza:P03431
O00743	Influenza:P03508
Q9C0C7	Influenza:P03431
Q9C0C7	Influenza:P03428
P17612	Influenza:P03431
P17612	Influenza:P03428
Q96P70	Influenza:P03468
Q96IV0	Influenza:P03468
P14314	Influenza:P03452
Q13217	Influenza:P03468
Q7L2J0	Influenza:P03466
Q7Z2W4	Influenza:P03496
Q7Z2W4	Influenza:P03508
Q7Z2W4	Influenza:P06821
Q7Z2W4	Influenza:P03428
Q9NYU2	Influenza:P06821
Q9NYU2	Influenza:P03468
Q9NYU2	Influenza:P03452
P20618	Influenza:P03452
P49721	Influenza:P03452
P49721	Influenza:P03428
P82650	Influenza:P03466
P82650	Influenza:P03428
Q8NI60	Influenza:P03428
Q8NI60	Influenza:P06821
P62191	Influenza:P06821
P62191	Influenza:P03452
Q96A33	Influenza:P03485
Q96A33	Influenza:P03428
Q96A33	Influenza:P03468
P35998	Influenza:P06821
P43686	Influenza:P06821
P43686	Influenza:P03468
P43686	Influenza:P03508
P43686	Influenza:P03431
P62195	Influenza:P03428
P62195	Influenza:P03468
P62195	Influenza:P03496
P62195	Influenza:P03431
P62195	Influenza:P06821
P62333	Influenza:P03431
P62333	Influenza:P03452
P62333	Influenza:P03496
P62333	Influenza:P03468
Q13200	Influenza:P03468
Q13200	Influenza:P06821
Q13200	Influenza:P03428
O43242	Influenza:P03431
O43242	Influenza:P03496
O43242	Influenza:P03428
O43242	Influenza:P06821
Q16401	Influenza:P06821
O00231	Influenza:P03452
O00231	Influenza:P03496
O00231	Influenza:P03428
O00231	Influenza:P03431
O00231	Influenza:P06821
O00232	Influenza:P03496
O00232	Influenza:P06821
O00232	Influenza:P03428
O00232	Influenza:P03452
Q969X5	Influenza:P03468
P26599	Influenza:P03496
Q9HAV4	Influenza:P03468
Q8N163	Influenza:P03431
Q8N163	Influenza:P03508
Q8N163	Influenza:P03433
Q8N163	Influenza:P03452
Q8N163	Influenza:P06821
Q8N163	Influenza:P03496
Q8N163	Influenza:P03428
Q8N163	Influenza:P03468
P47897	Influenza:P03466
P47897	Influenza:P03496
P62826	Influenza:P06821
P62826	Influenza:P03468
P43487	Influenza:P06821
P54136	Influenza:P03496
P54136	Influenza:P03468
P54136	Influenza:P06821
Q09028	Influenza:P06821
Q9HAV0	Influenza:P03496
Q15293	Influenza:P03431
Q15293	Influenza:P03428
P40938	Influenza:P03468
P40938	Influenza:P06821
P40938	Influenza:P03428
Q99942	Influenza:P03433
P62917	Influenza:P03431
P27635	Influenza:P03428
P27635	Influenza:P03466
P27635	Influenza:P06821
Q07020	Influenza:P03431
P35268	Influenza:P03431
P35268	Influenza:P03433
P35268	Influenza:P03508
P46779	Influenza:P03496
P18077	Influenza:P03496
P52815	Influenza:P03466
P15880	Influenza:P03496
P23396	Influenza:P03496
P61247	Influenza:P03431
P61247	Influenza:P03496
P46782	Influenza:P03496
P46782	Influenza:P03431
P46781	Influenza:P03496
P46781	Influenza:P03431
P46781	Influenza:P03428
P46781	Influenza:P06821
P46781	Influenza:P03508
P46781	Influenza:P03433
P62277	Influenza:P03431
P62277	Influenza:P03496
P62277	Influenza:P03508
P62277	Influenza:P03428
P62841	Influenza:P03428
P62841	Influenza:P03496
P62841	Influenza:P03431
P08708	Influenza:P03428
P08708	Influenza:P03431
Q99470	Influenza:P03452
Q99470	Influenza:P03468
P21912	Influenza:P06821
P21912	Influenza:P03468
P21912	Influenza:P03508
P21912	Influenza:P03496
Q9UBV2	Influenza:P03468
Q9UBV2	Influenza:P03452
Q9UBV2	Influenza:P06821
Q9H4A6	Influenza:P06821
Q9BPX3	Influenza:P03468
P84103	Influenza:P03466
Q9HA38	Influenza:P03496
Q8IUQ4	Influenza:P03431
Q96T37	Influenza:P03431
Q96T37	Influenza:P03508
P82933	Influenza:P03431
P82933	Influenza:P03496
P82933	Influenza:P03428
P82933	Influenza:P03508
P82933	Influenza:P03433
P82933	Influenza:P03466
Q9Y3B7	Influenza:P03466
Q15758	Influenza:P03452
Q15758	Influenza:P03468
P08195	Influenza:P03428
P08195	Influenza:P03452
P08195	Influenza:P03496
P08195	Influenza:P03468
P08195	Influenza:P06821
P08195	Influenza:P03431
P08195	Influenza:P03433
Q92922	Influenza:P03431
Q92922	Influenza:P03508
Q8TAQ2	Influenza:P03428
Q8TAQ2	Influenza:P03496
Q8TAQ2	Influenza:P03431
Q8TAQ2	Influenza:P03508
P08621	Influenza:P03466
P08621	Influenza:P03433
P08621	Influenza:P03496
P09012	Influenza:P03508
P09012	Influenza:P03431
P09012	Influenza:P03466
P09012	Influenza:P03433
P09012	Influenza:P03428
P09012	Influenza:P03496
P08579	Influenza:P03431
P08579	Influenza:P03433
P08579	Influenza:P03428
P08579	Influenza:P03466
P08579	Influenza:P03508
P62316	Influenza:P03433
P62306	Influenza:P03496
P18583	Influenza:P03428
P18583	Influenza:P03496
P23497	Influenza:P03496
P12931	Influenza:P06821
P49458	Influenza:P06821
P51571	Influenza:P06821
P51571	Influenza:P03468
Q08945	Influenza:P03508
O95793	Influenza:P03496
O95793	Influenza:P03485
P63272	Influenza:P03433
P63272	Influenza:P03431
O00267	Influenza:P03431
O00267	Influenza:P03508
O00267	Influenza:P03433
O15260	Influenza:P03452
O15533	Influenza:P03468
P17987	Influenza:P03431
P42167	Influenza:P06821
P42167	Influenza:P03496
P11388	Influenza:P03466
P60174	Influenza:P03496
P12270	Influenza:P03431
P12270	Influenza:P03508
Q13077	Influenza:P03466
Q13077	Influenza:P03508
Q13077	Influenza:P03428
P49368	Influenza:P03452
Q99615	Influenza:P03431
P68366	Influenza:P03496
P22314	Influenza:P06821
P55072	Influenza:P03433
P21796	Influenza:P03452
Q04917	Influenza:P06821
P63104	Influenza:P03452
P63104	Influenza:P03508
P63104	Influenza:P06821
P63104	Influenza:P03468
P63104	Influenza:P03496
P63104	Influenza:P03433
P63104	Influenza:P03428
Q15637	Influenza:P03431
Q15637	Influenza:P03496
Q15637	Influenza:P03508
P51398	Influenza:P03496
P51398	Influenza:P03431
P51398	Influenza:P03466
P51398	Influenza:P03508
Q71U36	Influenza:P03496
Q09666	Influenza:P03452
Q09666	Influenza:P03508
Q09666	Influenza:P03431
Q09666	Influenza:P06821
Q09666	Influenza:P03496
Q9BQA1	Influenza:P03433
Q9BQA1	Influenza:P06821
Q9BQA1	Influenza:P03452
Q9BQA1	Influenza:P03508
Q9BQA1	Influenza:P03428
Q9BQA1	Influenza:P03431
Q13838	Influenza:P03466
Q13155	Influenza:P03508
Q8TEX9	Influenza:P06821
Q8TEX9	Influenza:P03468
Q96I59	Influenza:P03466
P35658	Influenza:P03508
Q9BZQ6	Influenza:P03468
Q9BZQ6	Influenza:P06821
Q9HAV7	Influenza:P03428
Q15773	Influenza:P03428
Q15773	Influenza:P03431
P27797	Influenza:P03452
P27797	Influenza:P03496
O43852	Influenza:P03452
O43852	Influenza:P03428
O43852	Influenza:P03508
O43852	Influenza:P03431
Q92804	Influenza:P03496
Q8NBS9	Influenza:P06821
P07384	Influenza:P03468
P52907	Influenza:P03428
P52907	Influenza:P06821
P52907	Influenza:P03452
P47756	Influenza:P03428
P47756	Influenza:P03452
P47756	Influenza:P06821
P68431	Influenza:P03431
P68431	Influenza:P03433
P68431	Influenza:P03508
P68431	Influenza:P03428
O14654	Influenza:P03496
Q9BPW8	Influenza:P03452
Q9BPW8	Influenza:P03428
Q9BPW8	Influenza:P06821
Q9BPW8	Influenza:P03468
Q9BPW8	Influenza:P03496
O00116	Influenza:P06821
Q9Y265	Influenza:P03452
Q9Y265	Influenza:P06821
Q9Y265	Influenza:P03496
Q9Y265	Influenza:P03468
Q9Y265	Influenza:P03428
Q9Y265	Influenza:P03431
P63167	Influenza:P06821
P63167	Influenza:P03428
P63167	Influenza:P03508
P63167	Influenza:P03431
P63167	Influenza:P03433
P55884	Influenza:P03452
P55884	Influenza:P03433
P55884	Influenza:P03496
P55884	Influenza:P03431
O15371	Influenza:P03431
O15371	Influenza:P03428
O00303	Influenza:P03428
O15372	Influenza:P06821
P50454	Influenza:P03468
P50454	Influenza:P03452
P35520	Influenza:P06821
P46940	Influenza:P03433
O75794	Influenza:P03508
O75794	Influenza:P03496
Q13501	Influenza:P03508
Q13501	Influenza:P03428
O95470	Influenza:P06821
Q9NVP1	Influenza:P03466
Q9NVP1	Influenza:P03428
Q9NVP1	Influenza:P03508
Q9NVP1	Influenza:P03433
Q9NVP1	Influenza:P03496
Q92522	Influenza:P03466
Q92522	Influenza:P03431
Q92522	Influenza:P03428
Q92522	Influenza:P03496
O14981	Influenza:P06821
Q14978	Influenza:P03428
Q969Z0	Influenza:P06821
Q12904	Influenza:P03466
Q12904	Influenza:P03468
Q3ZCQ8	Influenza:P03496
Q3ZCQ8	Influenza:P03452
Q3ZCQ8	Influenza:P06821
Q15645	Influenza:P03468
P20674	Influenza:P03468
O76071	Influenza:P03468
Q9Y287	Influenza:P03468
Q9Y287	Influenza:P03452
Q9Y5V3	Influenza:P03496
Q9Y5V3	Influenza:P03431
Q9Y5V3	Influenza:P03452
Q9Y5V3	Influenza:P03428
Q9Y5V3	Influenza:P03466
Q9Y5V3	Influenza:P06821
O43324	Influenza:P03468
O43324	Influenza:P03433
O95816	Influenza:P03431
O95816	Influenza:P06821
O95816	Influenza:P03496
O95816	Influenza:P03508
O95816	Influenza:P03433
O95816	Influenza:P03468
O95816	Influenza:P03428
P13667	Influenza:P03468
Q15051	Influenza:P03428
Q8N1F7	Influenza:P03452
Q8N1F7	Influenza:P03496
Q8N1F7	Influenza:P03468
P04233	Influenza:P03431
Q15020	Influenza:P03431
Q15020	Influenza:P03508
Q15020	Influenza:P03433
Q15020	Influenza:P03466
Q15020	Influenza:P03496
P38919	Influenza:P03433
P43243	Influenza:P03508
P43243	Influenza:P03431
P43243	Influenza:P03496
Q5SW79	Influenza:P03428
Q5SW79	Influenza:P03508
Q96HA1	Influenza:P03508
Q96HA1	Influenza:P03496
Q9UN86	Influenza:P03433
O15027	Influenza:P03431
O15027	Influenza:P03428
O14979	Influenza:P03496
O14979	Influenza:P03466
O14979	Influenza:P03431
intact:EBI-2548851	Influenza:P03485
A0A087X159	Influenza:P03433
A0A3B3IS55	Influenza:P03433
A0A3B3ISM6	Influenza:P03433
A0A3B3IT92	Influenza:P03433
A0AV96	Influenza:P03433
A0AV96	Influenza:P03496
A0AV96	Influenza:P03431
A0FGR8	Influenza:P03428
A0FGR8	Influenza:P03452
A0FGR8	Influenza:P03431
A1L0T0	Influenza:P03452
A1L0T0	Influenza:P03468
A1L0T0	Influenza:P03496
A6ND22	Influenza:P03496
A6NEC2	Influenza:P06821
A6NJA2	Influenza:P06821
A6QRH7	Influenza:P03468
A8MQB8	Influenza:P03433
A8MXH2	Influenza:P03431
B0QYN7	Influenza:P03431
B0QYN7	Influenza:P03496
B1AHA8	Influenza:P03452
B4DDG7	Influenza:P03468
B4DGU4	Influenza:P06821
B4DGU4	Influenza:P03508
B4DGU4	Influenza:P03431
B4DIT7	Influenza:P03468
B4DIT7	Influenza:P06821
B4DL14	Influenza:P03433
B4DL14	Influenza:P03431
B4DLC0	Influenza:P03508
B4DLN1	Influenza:P03496
B4DLN1	Influenza:P03428
B4DLN1	Influenza:P03468
B4DLN1	Influenza:P03452
B4DLR8	Influenza:P03431
B4DLR8	Influenza:P03496
B4DM74	Influenza:P03428
B4DPJ8	Influenza:P06821
B4DQA8	Influenza:P03468
B4DSJ8	Influenza:P03431
B4DUC8	Influenza:P03496
B4DUR8	Influenza:P03508
B4DUR8	Influenza:P03496
B4DUR8	Influenza:P03431
B4DZG7	Influenza:P03468
B4E022	Influenza:P03508
B4E022	Influenza:P03452
B4E022	Influenza:P03431
B4E022	Influenza:P03468
B4E022	Influenza:P03496
B4E022	Influenza:P03428
B4E022	Influenza:P03433
B4E3S0	Influenza:P03508
B4E3T4	Influenza:P03428
